x,y,Name
-86.23084405,39.0557605,BCSP Pond - 89
-86.2232802,39.06002148,BCSP Pond - 90
-86.22154616,39.06934639,BCSP Pond - 91
-86.22457715,39.07316957,BCSP - Pond 92
-86.21850453,39.07147711,BCSP Pond - 93
-86.24185153,39.06896422,BCSP Pond - 94
-86.24974536,39.07456423,BCSP Pond - 95
-86.24819555,39.07248825,BCSP Pond - 96
-86.23114098,39.07140818,BCSP Pond - 97
-86.20561367,39.06110945,BCSP Pond - 98
-86.17281135,39.0622042,BCSP Pond - 99
-86.17227343,39.07065533,BCSP Pond - 100
-86.21041253,39.05563537,BCSP Pond - 101
-86.20440786,39.05336365,BCSP Pond - 102
-86.20131678,39.08035432,BCSP Pond - 103
-86.20705293,39.0776611,BCSP Pond - 104
-86.26490558,39.13543457,BCSP Pond - 105
-86.26643742,39.1147883,BCSP Pond - 106
-86.26711499,39.12839088,BCSP Pond - 107
-86.25751744,39.13311113,BCSP Pond - 108
-86.24359755,39.10710661,BCSP Pond - 109
-86.24078134,39.10780809,BCSP Pond - 110
-86.24076266,39.1143476,BCSP Pond - 111
-86.24019875,39.10414458,BCSP Pond - 112
-86.24444976,39.10146743,BCSP Pond - 113
-86.24629496,39.09753474,BCSP Pond - 114
-86.24924477,39.09425247,BCSP Pond - 115
-86.2427458,39.09381047,BCSP Pond - 116
-86.30787402,39.13311165,BCSP Pond - 117
-86.23313107,39.06576711,BCSP Pond - 118
-86.23830912,39.06199995,BCSP Pond - 119
-86.2168109,39.05985691,BCSP Pond - 120
-86.19764397,39.04950189,BCSP Pond - 121
-86.23655014,39.07739546,BCSP Pond - 122
-86.13397979,39.16996957,BCSP Pond - 123
-86.13530378,39.17424345,BCSP Pond - 124
-86.14014074,39.17605362,BCSP Pond - 125
-86.22869494,39.04283167,BCSP Pond - 126
-86.22782029,39.03719043,BCSP Pond - 127
-86.21576722,39.02713908,BCSP Pond - 128
-86.20960546,39.02678763,BCSP Pond - 129
-86.205949,39.03524864,BCSP Pond - 130
-86.20103357,39.03681777,BCSP Pond - 131
-86.20914284,39.03824452,BCSP Pond - 132
-86.21542146,39.04646957,BCSP Pond - 133
-86.21436951,39.0431637,BCSP Pond - 134
-86.23437447,39.03828248,BCSP Pond - 135
-86.23720482,39.03322647,BCSP Pond - 136
-86.23829255,39.02783056,BCSP Pond - 137
-86.23889721,39.02191247,BCSP Pond - 138
-86.24246866,39.02116455,BCSP Pond - 139
-86.24597458,39.0298492,BCSP Pond - 140
-86.25149496,39.03125376,BCSP Pond - 141
-86.24393599,39.03573575,BCSP Pond - 142
-86.23574276,39.04702359,BCSP Pond - 143
-86.21866697,39.05303269,BCSP Pond - 144
-86.25392526,39.00017442,BCSP Pond - 145
-86.26111422,38.99053691,BCSP Pond - 145?
-86.25982232,38.98442626,BCSP Pond - 146
-86.26681063,38.98537975,BCSP Pond - 147
-86.26690393,38.98076979,BCSP Pond - 148
-86.26352802,38.97303702,BCSP Pond - 149
-86.25371401,38.96748544,BCSP Pond - 150
-86.25105532,38.96266833,BCSP Pond - 151
-86.25830814,38.96367792,BCSP Pond - 152
-86.23995719,38.96365845,BCSP Pond - 153
-86.24368516,38.96993758,BCSP Pond - 154
-86.25713933,38.97478555,BCSP Pond - 155
-86.25316364,38.9800791,BCSP Pond - 156
-86.23315954,38.96207584,BCPS Pond - 157
-86.16808531,38.97321947,BCSP Pond - 158
-86.16801025,38.97833826,BCSP Pond - 159
-86.16861545,38.97816809,BCSP Pond - 160
-86.16757647,38.98213228,BCSP Pond - 161
-86.24018686,39.13062909,BCSP Pond - 162
-86.2612855,39.12570231,BCSP Pond - 163
-86.19762977,39.03092061,BCSP Pond - 164
-86.34657313,39.0492337,BCSP Pond - 165
-86.3414408,39.04339402,BCSP Pond - 166
-86.32840876,39.04091764,BCSP Pond - 167
-86.32966717,39.03497835,BCSP Pond - 168
-86.33880641,39.03532299,BCSP Pond - 169
-86.3517343,39.04470831,BCSP Pond - 170
-86.37935057,39.04796497,BCSP Pond - 171
-86.37736509,39.03817098,BCSP Pond - 172
-86.37312457,39.03236785,BCSP Pond - 173
-86.36673213,39.03474388,BCSP Pond - 175
-86.37191659,39.02306259,BCSP Pond - 176
-86.34140831,39.0205763,BCSP Pond - 177
-86.34297825,39.01871409,BCSP Pond - 178
-86.34919821,39.01604568,BCSP Pond - 179
-86.33451198,39.01494919,BCSP Pond - 180
-86.35729322,39.00956565,BCSP Pond - 181
-86.35857427,39.00073721,BCSP Pond - 182
-86.38207628,38.99670403,BCSP Pond - 183
-86.38085638,38.99002367,BCSP Pond - 184
-86.38751743,38.99202648,BCSP Pond - 185
-86.40584571,38.99409878,BCSP Pond - 186
-86.40973359,39.01181289,BCSP Pond - 187
-86.42642534,39.01664022,BCSP Pond - 188
-86.43448167,39.01879351,BCSP Pond - 189
-86.44046327,39.02078626,BCSP Pond - 190
-86.44528869,39.02290581,BCSP Pond - 191
-86.38783136,38.97616639,BCSP Pond - 192
-86.29935016,38.95143687,BCSP Pond - 193
-86.29167052,38.95984432,BCSP Pond - 194
-86.29336496,38.96449297,BCSP Pond - 195
-86.30353792,38.96321995,BCSP Pond - 196
-86.31209283,38.97813489,BCSP Pond - 197
-86.30754325,38.98240099,BCSP Pond - 198
-86.30182693,38.97961842,BCSP Pond - 199
-86.30657141,38.97209228,BCSP Pond - 200
-86.30849771,38.96729266,BCSP Pond - 201
-86.30069992,38.9761162,BCSP Pond - 202
-86.29470951,38.9706994,BCSP Pond - 203
-86.28680933,38.97565335,BCSP Pond - 204
-86.28517886,38.98237334,BCSP Pond - 205
-86.28469965,38.98997703,BCSP Pond - 206
-86.28293744,38.99660005,BCSP Pond - 207
-86.2741118,38.99779905,BCSP Pond - 208
-86.25979575,39.00122779,BCSP Pond - 209
-86.27130363,39.00798789,BCSP Pond - 210
-86.27561603,39.01312644,BCSP Pond - 211
-86.28442119,39.01612101,BCSP Pond - 212
-86.28753812,39.01476929,BCSP Pond - 213
-86.2972407,39.02002286,BCSP Pond - 214
-86.30386736,39.01878585,BCSP Pond - 215
-86.31246248,39.02420477,BCSP Pond - 216
-86.31668588,39.02133026,BCSP Pond - 217
-86.31230445,39.01721302,BCSP Pond - 218
-86.30439032,39.02804659,BCSP Pond - 219
-86.30012234,39.02484017,BCSP Pond - 220
-86.31070793,39.03305716,BCSP Pond - 221
-86.31154253,39.03292327,BCSP Pond - 222
-86.31615675,39.03293055,BCSP Pond - 223
-86.30374922,39.0321594,BCSP Pond - 224
-86.3161119,39.04291337,BCSP Pond - 225
-86.30809489,39.03977238,BCSP Pond - 226
-86.28750256,39.03970452,BCSP Pond - 227
-86.30919615,39.04703879,BCSP Pond - 228
-86.31748935,39.04943778,BCSP Pond - 229
-86.32353553,39.04923957,BCSP Pond - 230
-86.3245751,39.05398212,BCSP Pond - 231
-86.33101019,39.05642883,BCSP Pond - 232
-86.32541069,39.0626526,BCSP Pond - 233
-86.31415762,39.07125039,BCSP Pond - 234
-86.30269224,39.05828402,BCSP Pond - 235
-86.31213839,39.06074473,BCSP Pond - 236
-86.32332093,39.05712034,BCSP Pond - 237
-86.30383474,39.05278826,BCSP Pond - 238
-86.29819829,39.0142483,BCSP Pond - 239
-86.31042626,39.0118785,BCSP Pond - 240
-86.3131303,39.007896,BCSP Pond - 241
-86.30508781,39.00871155,BCSP Pond - 242
-86.29639851,39.00505284,BCSP Pond - 243
-86.29321314,39.00035203,BCSP Pond - 244
-86.30005193,38.99581875,BCSP Pond - 245
-86.29570532,38.99096475,BCSP Pond - 246
-86.29672962,38.98812362,BCSP Pond - 247
-86.2846814,39.00963001,BCSP Pond - 248
-86.27698396,39.00506798,BCSP Pond - 249
-86.31955704,39.02918659,BCSP Pond - 250
-86.32361007,39.02504208,BCSP Pond - 251
-86.32974451,39.02695789,BCSP Pond - 252
-86.32408993,39.01015586,BCSP Pond - 253
-86.34039876,39.02680574,BCSP Pond - 254
-86.36188441,39.03939695,BCSP Pond - 255
-86.37398583,39.05262236,BCSP Pond - 256
-86.37568841,39.05784793,BCSP Pond - 257
-86.33499855,39.09028373,BCSP Pond - 258
-86.23400592,39.18110579,BCSP Pond - 260
-86.23194864,39.18597801,BCSP Pond - 261
-86.20559548,39.17611694,BCSP Pond - 262
-86.27494308,38.9907203,BCSP Pond - 263
-86.31463526,38.97587101,BCSP Pond - 264
-86.32279378,38.99224497,BCSP Pond - 265
-86.32223595,38.99899854,BCSP Pond - 266
-86.30575014,39.00378135,BCSP Pond - 267
-86.39044769,39.02786748,BCSP Pond - 268
-86.30708692,38.99786847,BCSP Pond - 269
-86.34681566,38.97576209,BCSP Pond - 270
-86.34852804,38.97987532,BCSP Pond - 271
-86.35555241,38.98038214,BCSP Pond - 272
-86.35279464,38.96728244,BCSP Pond - 273
-86.26895785,39.05540758,BCSP Pond - 274
-86.2163436,39.03467791,BCSP Pond - 275
-86.36252774,39.04652599,BCSP Pond - 276
-86.39682864,39.04198858,BCSP Pond - 277
-86.40280423,39.03727431,BCSP Pond - 278
-86.39279852,39.01744895,BCSP Pond - 279
-86.17026532,39.01690497,BCSP Pond - 280
-86.15919794,39.02199889,BCSP Pond - 281
-86.15072906,39.02618537,BCSP Pond - 282
-86.1370437,39.02551844,BCSP Pond - 283
-86.13879862,39.01827917,BCSP Pond - 284
-86.13659318,39.00894021,BCSP Pond - 285?
-86.16464017,39.00077764,BCSP Pond - 286
-86.19300889,38.99135503,BCSP Pond - 287
-86.19805492,38.9877661,BCSP Pond - 288
-86.19515538,38.98125179,BCSP Pond - 289?
-86.27541286,38.97771476,BCSP Pond - 290
-86.27651842,38.9727515,BCSP Pond - 291
-86.16848097,39.01000371,BCSP Pond - 292
-86.219613,39.11617581,BCSP Pond - 293
-86.2408157,39.13655667,BCSP Pond - 294
-86.28062255,39.13430959,BCSP Pond - 295
-86.29512356,39.13153514,BCSP Pond - 296
-86.24058103,39.04038908,BCSP Pond - 297
-86.32761682,39.12840214,BCSP Pond - 298
-86.32541309,39.13205545,BCSP Pond - 299
-86.34241838,39.12553336,BCSP Pond - 300
-86.34678896,39.02602631,BCSP Pond - 301
-86.41997686,39.01191284,BCSP Pond - 302
-86.41169936,39.01752894,BCSP Pond - 303
